event_id,layer,x,y,z,t
217.0,4.0,97.2411,23.3351,-510.2807,16.3641
217.0,4.0,106.96521000000001,25.66861,-510.2807,18.000510000000002
218.0,0.0,-17.7916,9.1141,-67.7802,23.4934
218.0,0.0,-19.57076,10.02551,-67.7802,25.842740000000003
218.0,1.0,-32.9075,22.6983,-135.4789,24.0465
218.0,1.0,-36.19825,24.968130000000002,-135.4789,26.451150000000005
218.0,2.0,-44.5619,40.2046,-203.2809,24.6862
218.0,2.0,-49.01809000000001,44.225060000000006,-203.2809,27.15482
218.0,3.0,-52.01,60.814,-270.9672,25.215
218.0,3.0,-57.211000000000006,66.89540000000001,-270.9672,27.736500000000003
218.0,4.0,-54.5766,83.7563,-338.7335,25.9183
218.0,4.0,-60.03426,92.13193,-338.7335,28.51013
219.0,0.0,-10.9453,-16.7178,-25.181,17.6535
219.0,0.0,-12.03983,-18.389580000000002,-25.181,19.418850000000003
219.0,1.0,-15.3732,-36.8886,-50.3796,18.2593
219.0,1.0,-16.91052,-40.57746,-50.3796,20.085230000000003
219.0,2.0,-12.5269,-58.6936,-75.6188,18.8165
219.0,2.0,-13.77959,-64.56296,-75.6188,20.698150000000002
219.0,3.0,-2.1216,-79.9366,-100.842,19.6345
219.0,3.0,-2.3337600000000003,-87.93026,-100.842,21.59795
219.0,4.0,15.8322,-98.7478,-126.0562,20.2272
219.0,4.0,17.41542,-108.62258000000001,-126.0562,22.249920000000003
220.0,0.0,9.3151,-17.6963,17.0219,21.2551
220.0,0.0,10.24661,-19.465930000000004,17.0219,23.38061
220.0,1.0,17.6036,-35.914,34.0263,22.0868
220.0,1.0,19.363960000000002,-39.5054,34.0263,24.29548
220.0,2.0,24.9627,-54.5543,51.0626,22.8668
220.0,2.0,27.458970000000004,-60.009730000000005,51.0626,25.153480000000002
220.0,3.0,31.2895,-73.6032,68.0585,23.2926
220.0,3.0,34.41845,-80.96352,68.0585,25.62186
220.0,4.0,36.5496,-93.1109,85.0644,24.0822
220.0,4.0,40.20456,-102.42199000000001,85.0644,26.490420000000004
221.0,0.0,-19.069,-5.9497,35.2685,20.3949
221.0,0.0,-20.9759,-6.544670000000001,35.2685,22.43439
221.0,1.0,-37.7386,-13.3185,70.5473,21.0809
221.0,1.0,-41.512460000000004,-14.650350000000001,70.5473,23.18899
221.0,2.0,-55.8458,-21.9673,105.8749,21.6564
221.0,2.0,-61.43038,-24.164030000000004,105.8749,23.822040000000005
221.0,3.0,-73.3436,-31.9063,141.1679,22.45
221.0,3.0,-80.67796,-35.09693000000001,141.1679,24.695
221.0,4.0,-90.1848,-43.1479,176.4418,22.9146
221.0,4.0,-99.20328,-47.46269,176.4418,25.20606
222.0,0.0,19.1679,5.7449,39.3569,4.4667
222.0,0.0,21.084690000000002,6.319390000000001,39.3569,4.9133700000000005
222.0,1.0,38.6891,10.2427,78.7249,4.832
222.0,1.0,42.55801000000001,11.26697,78.7249,5.3152
222.0,2.0,58.4194,13.5808,118.095,5.573
222.0,2.0,64.26134,14.938880000000001,118.095,6.130300000000001
222.0,3.0,78.4437,15.686,157.4687,6.3314
222.0,3.0,86.28807000000002,17.2546,157.4687,6.964540000000001
222.0,4.0,98.6554,16.5555,196.861,6.9937
222.0,4.0,108.52094000000001,18.21105,196.861,7.6930700000000005
223.0,0.0,17.5343,9.6479,-88.1101,24.1429
223.0,0.0,19.287730000000003,10.61269,-88.1101,26.557190000000002
223.0,1.0,33.6782,21.596,-176.2,24.6718
223.0,1.0,37.04602,23.7556,-176.2,27.138980000000004
223.0,2.0,48.1678,35.7709,-264.3502,25.354
223.0,2.0,52.98458,39.34799,-264.3502,27.889400000000002
223.0,3.0,60.845,51.9478,-352.4514,26.117
223.0,3.0,66.9295,57.14258,-352.4514,28.728700000000003
223.0,4.0,71.4631,69.9888,-440.5711,26.8226
223.0,4.0,78.60941,76.98768,-440.5711,29.504860000000004
224.0,0.0,-14.3518,-13.912,5.8123,24.8428
224.0,0.0,-15.786980000000002,-15.303200000000002,5.8123,27.327080000000002
224.0,1.0,-29.6496,-26.8005,11.6461,25.2817
224.0,1.0,-32.614560000000004,-29.48055,11.6461,27.809870000000004
224.0,2.0,-45.8588,-38.7771,17.4405,26.1602
224.0,2.0,-50.444680000000005,-42.65481,17.4405,28.776220000000002
224.0,3.0,-62.7211,-49.6214,23.2472,26.7331
224.0,3.0,-68.99321,-54.583540000000006,23.2472,29.40641
224.0,4.0,-80.4816,-59.3501,29.0757,27.6039
224.0,4.0,-88.52976000000001,-65.28511,29.0757,30.36429
225.0,0.0,4.9658,19.3661,46.1066,19.0815
225.0,0.0,5.4623800000000005,21.30271,46.1066,20.98965
225.0,1.0,7.1867,39.355,92.1916,19.6207
225.0,1.0,7.9053700000000005,43.2905,92.1916,21.58277
225.0,2.0,6.4444,59.6512,138.2752,20.3523
225.0,2.0,7.08884,65.61632,138.2752,22.38753
225.0,3.0,2.8286,79.974,184.401,21.1995
225.0,3.0,3.11146,87.97140000000002,184.401,23.319450000000003
225.0,4.0,-3.6163,99.9342,230.5176,21.7999
225.0,4.0,-3.97793,109.92762000000002,230.5176,23.979890000000005
226.0,0.0,6.5964,18.9228,-21.982,24.223
226.0,0.0,7.2560400000000005,20.815080000000002,-21.982,26.645300000000002
226.0,1.0,12.2805,38.0839,-43.9549,24.8118
226.0,1.0,13.508550000000001,41.89229,-43.9549,27.292980000000004
226.0,2.0,16.989,57.5727,-65.9504,25.4934
226.0,2.0,18.687900000000003,63.32997,-65.9504,28.042740000000002
226.0,3.0,20.7728,77.264,-87.8991,26.1637
226.0,3.0,22.850080000000002,84.99040000000001,-87.8991,28.780070000000002
226.0,4.0,23.4572,97.1951,-109.9364,26.884
226.0,4.0,25.802920000000004,106.91461000000001,-109.9364,29.572400000000002
227.0,0.0,-18.5754,-7.462,10.1206,16.5872
227.0,0.0,-20.43294,-8.2082,10.1206,18.24592
227.0,1.0,-36.7937,-15.7441,20.1901,17.3402
227.0,1.0,-40.47307000000001,-17.31851,20.1901,19.07422
227.0,2.0,-54.5785,-24.929,30.3047,18.041
227.0,2.0,-60.036350000000006,-27.4219,30.3047,19.845100000000002
227.0,3.0,-72.0013,-34.8663,40.381,18.7894
227.0,3.0,-79.20143,-38.35293000000001,40.381,20.66834
227.0,4.0,-88.9667,-45.6186,50.5279,19.436
227.0,4.0,-97.86337000000002,-50.180460000000004,50.5279,21.3796
228.0,0.0,-3.2087,-19.726,42.8444,22.8162
228.0,0.0,-3.52957,-21.6986,42.8444,25.09782
228.0,1.0,-4.1758,-39.8061,85.6752,23.6018
228.0,1.0,-4.59338,-43.78671000000001,85.6752,25.961980000000004
228.0,2.0,-2.8159,-59.9391,128.5647,24.265
228.0,2.0,-3.0974900000000005,-65.93301000000001,128.5647,26.6915
228.0,3.0,0.8117,-80.0277,171.3656,24.8669
228.0,3.0,0.89287,-88.03047000000001,171.3656,27.353590000000004
228.0,4.0,6.7262,-99.7913,214.1988,25.3834
228.0,4.0,7.398820000000001,-109.77043000000002,214.1988,27.921740000000003
229.0,0.0,9.1161,17.8092,-9.7538,14.9885
229.0,0.0,10.02771,19.590120000000002,-9.7538,16.487350000000003
229.0,1.0,15.018,37.0718,-19.46,15.6455
229.0,1.0,16.519800000000004,40.778980000000004,-19.46,17.210050000000003
229.0,2.0,17.4183,57.4055,-29.1969,16.3188
229.0,2.0,19.16013,63.14605000000001,-29.1969,17.950680000000002
229.0,3.0,16.1866,78.3483,-38.9551,16.9951
229.0,3.0,17.80526,86.18313,-38.9551,18.69461
229.0,4.0,11.2968,99.3791,-48.7003,17.865
229.0,4.0,12.42648,109.31701,-48.7003,19.6515
230.0,0.0,-19.9858,0.7642,-115.2944,13.9497
230.0,0.0,-21.98438,0.84062,-115.2944,15.34467
230.0,1.0,-39.8645,3.3433,-230.6068,14.3162
230.0,1.0,-43.850950000000005,3.6776300000000006,-230.6068,15.74782
230.0,2.0,-59.523,7.7341,-345.9334,15.1474
230.0,2.0,-65.4753,8.50751,-345.9334,16.66214
230.0,3.0,-78.8073,13.9188,-461.2232,15.7301
230.0,3.0,-86.68803,15.31068,-461.2232,17.30311
230.0,4.0,-97.59,21.8398,-576.5004,16.6623
230.0,4.0,-107.34900000000002,24.023780000000002,-576.5004,18.32853
231.0,0.0,6.1164,-19.0532,-56.9948,2.9258
231.0,0.0,6.72804,-20.958520000000004,-56.9948,3.2183800000000002
231.0,1.0,10.6754,-38.5665,-114.0706,3.4423
231.0,1.0,11.74294,-42.42315,-114.0706,3.7865300000000004
231.0,2.0,13.7457,-58.4183,-171.0703,3.9524
231.0,2.0,15.12027,-64.26013,-171.0703,4.34764
231.0,3.0,15.2685,-78.5141,-228.1287,4.6455
231.0,3.0,16.79535,-86.36551,-228.1287,5.11005
231.0,4.0,15.2488,-98.8345,-285.1547,5.4632
231.0,4.0,16.77368,-108.71795000000002,-285.1547,6.00952
232.0,0.0,-12.8918,-15.2482,95.7877,15.0606
232.0,0.0,-14.180980000000002,-16.773020000000002,95.7877,16.566660000000002
232.0,1.0,-29.0199,-27.6138,191.6193,15.7936
232.0,1.0,-31.92189,-30.375180000000004,191.6193,17.372960000000003
232.0,2.0,-47.6648,-36.4851,287.4187,16.3914
232.0,2.0,-52.43128,-40.133610000000004,287.4187,18.030540000000002
232.0,3.0,-68.3311,-41.6052,383.1989,16.8936
232.0,3.0,-75.16421000000001,-45.76572000000001,383.1989,18.58296
232.0,4.0,-90.4994,-42.5742,479.0111,17.6004
232.0,4.0,-99.54934,-46.83162,479.0111,19.36044
233.0,0.0,-16.5375,11.2731,-13.4258,5.0282
233.0,0.0,-18.191250000000004,12.40041,-13.4258,5.531020000000001
233.0,1.0,-32.3352,23.5072,-26.8936,5.8784
233.0,1.0,-35.568720000000006,25.857920000000004,-26.8936,6.466240000000001
233.0,2.0,-47.5087,36.6605,-40.4191,6.4767
233.0,2.0,-52.259570000000004,40.326550000000005,-40.4191,7.124370000000001
233.0,3.0,-61.8274,50.7443,-53.8645,7.1835
233.0,3.0,-68.01014,55.81873000000001,-53.8645,7.901850000000001
233.0,4.0,-75.4055,65.7281,-67.3433,7.6543
233.0,4.0,-82.94605000000001,72.30091,-67.3433,8.419730000000001
234.0,0.0,-18.9525,6.3026,-5.233,17.408
234.0,0.0,-20.84775,6.932860000000001,-5.233,19.1488
234.0,1.0,-34.3064,20.5847,-10.4677,18.1257
234.0,1.0,-37.73704,22.643170000000005,-10.4677,19.93827
234.0,2.0,-43.4452,41.4275,-15.7121,18.6979
234.0,2.0,-47.78972,45.57025000000001,-15.7121,20.567690000000002
234.0,3.0,-44.4488,66.5658,-20.9827,19.4473
234.0,3.0,-48.89368,73.22238,-20.9827,21.39203
234.0,4.0,-35.9401,93.276,-26.1647,20.1635
234.0,4.0,-39.534110000000005,102.6036,-26.1647,22.179850000000002
235.0,0.0,-10.4687,-17.0164,-9.8962,20.0779
235.0,0.0,-11.51557,-18.718040000000002,-9.8962,22.085690000000003
235.0,1.0,-19.3179,-35.0179,-19.7795,21.0029
235.0,1.0,-21.249690000000005,-38.51969,-19.7795,23.10319
235.0,2.0,-26.3965,-53.8623,-29.685,21.4467
235.0,2.0,-29.036150000000003,-59.24853,-29.685,23.59137
235.0,3.0,-31.7161,-73.4405,-39.5644,22.1227
235.0,3.0,-34.887710000000006,-80.78455000000001,-39.5644,24.33497
235.0,4.0,-35.1422,-93.5848,-49.5157,22.793
235.0,4.0,-38.656420000000004,-102.94328000000002,-49.5157,25.072300000000002
236.0,0.0,19.5041,4.2142,14.3299,24.13
236.0,0.0,21.454510000000003,4.63562,14.3299,26.543000000000003
236.0,1.0,39.4924,6.4641,28.7525,24.9153
236.0,1.0,43.44164000000001,7.1105100000000006,28.7525,27.40683
236.0,2.0,59.6036,6.7062,43.1027,25.2596
236.0,2.0,65.56396000000001,7.37682,43.1027,27.78556
236.0,3.0,79.8679,4.9319,57.4686,26.1273
236.0,3.0,87.85469000000002,5.42509,57.4686,28.740030000000004
236.0,4.0,100.0545,1.1031,71.8055,26.773
236.0,4.0,110.05995000000001,1.21341,71.8055,29.450300000000002
237.0,0.0,2.8238,19.7766,-65.1682,4.7048
237.0,0.0,3.10618,21.75426,-65.1682,5.17528
237.0,1.0,4.2118,39.8144,-130.3309,5.5488
237.0,1.0,4.632980000000001,43.795840000000005,-130.3309,6.103680000000001
237.0,2.0,4.206,59.8655,-195.4824,6.2992
237.0,2.0,4.626600000000001,65.85205,-195.4824,6.92912
237.0,3.0,2.7564,79.9488,-260.5738,6.9342
237.0,3.0,3.0320400000000003,87.94368000000001,-260.5738,7.62762
237.0,4.0,-0.0653,99.983,-325.7713,7.498
237.0,4.0,-0.07183,109.98130000000002,-325.7713,8.247800000000002
238.0,0.0,19.0128,6.2032,111.0808,13.5785
238.0,0.0,20.91408,6.82352,111.0808,14.936350000000001
238.0,1.0,37.6222,13.6031,222.1896,14.2882
238.0,1.0,41.384420000000006,14.963410000000001,222.1896,15.717020000000002
238.0,2.0,55.7857,22.1509,333.2825,15.248
238.0,2.0,61.364270000000005,24.365990000000004,333.2825,16.7728
238.0,3.0,73.4518,31.8297,444.392,15.6894
238.0,3.0,80.79698000000002,35.01267,444.392,17.25834
238.0,4.0,90.4694,42.5512,555.4399,16.5401
238.0,4.0,99.51634,46.80632000000001,555.4399,18.194110000000002
239.0,0.0,19.8988,1.9606,28.9263,23.9088
239.0,0.0,21.888680000000004,2.15666,28.9263,26.299680000000002
239.0,1.0,39.9379,2.2199,57.893,24.3728
239.0,1.0,43.93169,2.4418900000000003,57.893,26.810080000000003
239.0,2.0,59.9903,0.7727,86.8185,24.9839
239.0,2.0,65.98933000000001,0.8499700000000001,86.8185,27.48229
239.0,3.0,79.9512,-2.3969,115.7372,25.8047
239.0,3.0,87.94632,-2.6365900000000004,115.7372,28.385170000000002
239.0,4.0,99.735,-7.2511,144.6988,26.346
239.0,4.0,109.70850000000002,-7.976210000000001,144.6988,28.980600000000003
240.0,0.0,2.2609,19.8564,-7.3573,16.6928
240.0,0.0,2.48699,21.84204,-7.3573,18.36208
240.0,1.0,8.7592,39.0345,-14.7355,17.4289
240.0,1.0,9.63512,42.93795000000001,-14.7355,19.17179
240.0,2.0,19.2935,56.8245,-22.057,18.1311
240.0,2.0,21.222850000000005,62.50695,-22.057,19.94421
240.0,3.0,33.6504,72.57,-29.4304,18.8939
240.0,3.0,37.01544,79.827,-29.4304,20.78329
240.0,4.0,51.5636,85.6773,-36.7754,19.3665
240.0,4.0,56.71996000000001,94.24503000000001,-36.7754,21.30315
241.0,0.0,15.069,13.0886,53.2568,23.4535
241.0,0.0,16.5759,14.39746,53.2568,25.79885
241.0,1.0,29.3712,27.1651,106.44,24.2466
241.0,1.0,32.30832,29.881610000000002,106.44,26.671260000000004
241.0,2.0,42.8023,42.025,159.6613,24.9523
241.0,2.0,47.082530000000006,46.2275,159.6613,27.447530000000004
241.0,3.0,55.3554,57.7462,212.8623,25.6432
241.0,3.0,60.89094000000001,63.52082000000001,212.8623,28.207520000000002
241.0,4.0,67.0406,74.2514,266.0979,26.0731
241.0,4.0,73.74466000000001,81.67654000000002,266.0979,28.680410000000002
242.0,0.0,10.2656,17.1426,48.0111,1.4468
242.0,0.0,11.29216,18.856860000000005,48.0111,1.5914800000000002
242.0,1.0,26.6771,29.7441,95.9927,2.1
242.0,1.0,29.344810000000003,32.71851,95.9927,2.3100000000000005
242.0,2.0,47.7973,36.2894,143.9621,2.6194
242.0,2.0,52.57703,39.91834,143.9621,2.8813400000000002
242.0,3.0,71.7009,35.3588,191.9665,3.423
242.0,3.0,78.87099,38.89468000000001,191.9665,3.7653000000000003
242.0,4.0,96.4717,26.4339,239.9288,4.0959
242.0,4.0,106.11887,29.077290000000005,239.9288,4.505490000000001
243.0,0.0,-0.5638,-20.027,-1.3641,15.4003
243.0,0.0,-0.6201800000000001,-22.029700000000002,-1.3641,16.94033
243.0,1.0,4.2936,-39.7616,-2.7064,16.1291
243.0,1.0,4.72296,-43.73776,-2.7064,17.742010000000004
243.0,2.0,14.4676,-58.2411,-4.0522,16.7063
243.0,2.0,15.91436,-64.06521000000001,-4.0522,18.37693
243.0,3.0,29.578,-74.3427,-5.4173,17.485
243.0,3.0,32.5358,-81.77697,-5.4173,19.2335
243.0,4.0,49.2501,-87.0056,-6.7753,18.0653
243.0,4.0,54.17511000000001,-95.70616000000001,-6.7753,19.871830000000003
244.0,0.0,9.8658,17.3963,60.2019,14.6914
244.0,0.0,10.85238,19.135930000000002,60.2019,16.16054
244.0,1.0,16.1617,36.6005,120.3405,15.3455
244.0,1.0,17.77787,40.26055,120.3405,16.88005
244.0,2.0,18.5819,57.0475,180.558,16.1835
244.0,2.0,20.44009,62.752250000000004,180.558,17.80185
244.0,3.0,16.9507,78.1946,240.7135,16.8494
244.0,3.0,18.645770000000002,86.01406,240.7135,18.53434
244.0,4.0,11.2824,99.3557,300.8944,17.4292
244.0,4.0,12.410640000000003,109.29127000000001,300.8944,19.172120000000003
245.0,0.0,-18.7265,6.8992,-13.927,6.9602
245.0,0.0,-20.59915,7.589120000000001,-13.927,7.656220000000001
245.0,1.0,-37.1654,14.7392,-27.8232,7.4278
245.0,1.0,-40.88194,16.21312,-27.8232,8.170580000000001
245.0,2.0,-55.2207,23.4998,-41.7726,8.227
245.0,2.0,-60.74277000000001,25.849780000000003,-41.7726,9.049700000000001
245.0,3.0,-72.7527,33.2399,-55.692,8.7511
245.0,3.0,-80.02797000000001,36.56389,-55.692,9.62621
245.0,4.0,-89.8687,43.8367,-69.6079,9.5278
245.0,4.0,-98.85557000000001,48.22037,-69.6079,10.48058
246.0,0.0,11.4636,-16.3952,-38.7053,3.4858
246.0,0.0,12.609960000000001,-18.03472,-38.7053,3.83438
246.0,1.0,24.4757,-31.6012,-77.4752,4.2933
246.0,1.0,26.923270000000002,-34.76132,-77.4752,4.7226300000000005
246.0,2.0,38.8987,-45.6665,-116.2155,4.8164
246.0,2.0,42.78857,-50.23315,-116.2155,5.29804
246.0,3.0,54.7261,-58.3585,-154.9594,5.7304
246.0,3.0,60.198710000000005,-64.19435,-154.9594,6.303440000000001
246.0,4.0,71.7319,-69.6533,-193.6945,6.0795
246.0,4.0,78.90509,-76.61863000000001,-193.6945,6.687450000000001
247.0,0.0,3.1028,19.7509,-18.8572,15.399
247.0,0.0,3.41308,21.725990000000003,-18.8572,16.9389
247.0,1.0,5.1833,39.669,-37.6727,15.9528
247.0,1.0,5.701630000000001,43.6359,-37.6727,17.548080000000002
247.0,2.0,6.3117,59.654,-56.505,16.3603
247.0,2.0,6.942870000000001,65.61940000000001,-56.505,17.99633
247.0,3.0,6.4553,79.7545,-75.3361,17.1774
247.0,3.0,7.100830000000001,87.72995,-75.3361,18.89514
247.0,4.0,5.5489,99.8607,-94.1801,17.8552
247.0,4.0,6.10379,109.84677,-94.1801,19.64072
248.0,0.0,-1.8223,19.9263,-47.5997,9.7254
248.0,0.0,-2.0045300000000004,21.918930000000003,-47.5997,10.697940000000001
248.0,1.0,-10.1821,38.6879,-95.1412,10.4918
248.0,1.0,-11.200310000000002,42.55669,-95.1412,11.540980000000001
248.0,2.0,-24.8236,54.6508,-142.766,10.924
248.0,2.0,-27.305960000000002,60.115880000000004,-142.766,12.0164
248.0,3.0,-44.8417,66.2495,-190.3396,11.7471
248.0,3.0,-49.32587000000001,72.87445000000001,-190.3396,12.92181
248.0,4.0,-69.1795,72.2543,-237.8767,12.4503
248.0,4.0,-76.09745000000001,79.47973,-237.8767,13.695330000000002
249.0,0.0,-20.011,-0.5639,20.1803,3.8203
249.0,0.0,-22.0121,-0.62029,20.1803,4.202330000000001
249.0,1.0,-39.9732,0.0022,40.386,4.4206
249.0,1.0,-43.97052,0.0024200000000000003,40.386,4.862660000000001
249.0,2.0,-59.9924,1.8123,60.5717,5.276
249.0,2.0,-65.99164,1.9935300000000002,60.5717,5.8036
249.0,3.0,-79.8975,4.7389,80.7673,5.8758
249.0,3.0,-87.88725,5.212790000000001,80.7673,6.463380000000001
249.0,4.0,-99.5811,8.9057,100.9306,6.3737
249.0,4.0,-109.53921000000001,9.79627,100.9306,7.011070000000001
250.0,0.0,3.4501,-19.716,76.4233,1.7004
250.0,0.0,3.79511,-21.687600000000003,76.4233,1.87044
250.0,1.0,-3.178,-39.8896,152.8544,2.0816
250.0,1.0,-3.4958,-43.87856000000001,152.8544,2.2897600000000002
250.0,2.0,-19.4633,-56.7706,229.302,2.8476
250.0,2.0,-21.409630000000003,-62.447660000000006,229.302,3.1323600000000003
250.0,3.0,-44.0033,-66.7965,305.7117,3.7029
250.0,3.0,-48.40363000000001,-73.47615,305.7117,4.07319
250.0,4.0,-74.0692,-67.1378,382.1942,4.0975
250.0,4.0,-81.47612,-73.85158,382.1942,4.507250000000001
251.0,0.0,14.2055,14.0515,22.404,9.3066
251.0,0.0,15.626050000000003,15.456650000000002,22.404,10.237260000000001
251.0,1.0,31.0751,25.1673,44.8267,10.3667
251.0,1.0,34.182610000000004,27.684030000000003,44.8267,11.40337
251.0,2.0,50.137,32.9758,67.2672,10.7963
251.0,2.0,55.15070000000001,36.27338,67.2672,11.875930000000002
251.0,3.0,70.7958,37.1938,89.6547,11.6497
251.0,3.0,77.87538,40.913180000000004,89.6547,12.81467
251.0,4.0,92.6671,37.5759,112.0683,12.0279
251.0,4.0,101.93381000000001,41.33349,112.0683,13.230690000000003
252.0,0.0,-8.3862,-18.1531,-28.4492,23.9549
252.0,0.0,-9.224820000000001,-19.96841,-28.4492,26.35039
252.0,1.0,-18.101,-35.6642,-56.8754,24.6131
252.0,1.0,-19.9111,-39.23062,-56.8754,27.07441
252.0,2.0,-29.0491,-52.4839,-85.2727,25.2724
252.0,2.0,-31.95401,-57.732290000000006,-85.2727,27.799640000000004
252.0,3.0,-41.2534,-68.5287,-113.6859,26.0449
252.0,3.0,-45.37874,-75.38157000000001,-113.6859,28.64939
252.0,4.0,-54.6211,-83.7438,-142.108,26.6032
252.0,4.0,-60.08321,-92.11818,-142.108,29.263520000000003
253.0,0.0,-4.808,19.4187,40.0107,24.5902
253.0,0.0,-5.2888,21.360570000000003,40.0107,27.049220000000002
253.0,1.0,-6.7372,39.3901,80.0243,25.0485
253.0,1.0,-7.41092,43.32911,80.0243,27.553350000000002
253.0,2.0,-5.7652,59.7246,120.1135,25.6349
253.0,2.0,-6.3417200000000005,65.69706000000001,120.1135,28.19839
253.0,3.0,-1.9656,79.9582,160.0962,26.3813
253.0,3.0,-2.16216,87.95402000000001,160.0962,29.019430000000003
253.0,4.0,4.7582,99.8697,200.1746,27.0218
253.0,4.0,5.234020000000001,109.85667000000001,200.1746,29.72398
254.0,0.0,-19.5862,-4.0499,97.1986,25.5853
254.0,0.0,-21.544820000000005,-4.454890000000001,97.1986,28.14383
254.0,1.0,-39.4731,-6.4959,194.3611,26.1897
254.0,1.0,-43.420410000000004,-7.145490000000001,194.3611,28.80867
254.0,2.0,-59.567,-7.3256,291.5552,26.849
254.0,2.0,-65.5237,-8.05816,291.5552,29.533900000000003
254.0,3.0,-79.7116,-6.5542,388.711,27.3598
254.0,3.0,-87.68276000000002,-7.20962,388.711,30.09578
254.0,4.0,-99.934,-4.1206,485.879,28.1284
254.0,4.0,-109.9274,-4.53266,485.879,30.94124
255.0,0.0,7.5269,18.5172,13.3257,8.0332
255.0,0.0,8.27959,20.36892,13.3257,8.836520000000002
255.0,1.0,13.5206,37.6324,26.6332,8.7169
255.0,1.0,14.872660000000002,41.39564,26.6332,9.588590000000002
255.0,2.0,17.9565,57.2184,39.9615,9.4955
255.0,2.0,19.75215,62.94024000000001,39.9615,10.44505
255.0,3.0,20.8516,77.2514,53.2766,10.103
255.0,3.0,22.936760000000003,84.97654000000001,53.2766,11.1133
255.0,4.0,22.101,97.5287,66.5457,10.7184
255.0,4.0,24.3111,107.28157000000002,66.5457,11.790240000000002
256.0,0.0,-1.9143,-19.9095,-45.9331,8.6023
256.0,0.0,-2.10573,-21.900450000000003,-45.9331,9.462530000000001
256.0,1.0,-5.7043,-39.6011,-91.883,9.2489
256.0,1.0,-6.274730000000001,-43.56121,-91.883,10.173790000000002
256.0,2.0,-11.2863,-58.9386,-137.8192,10.0178
256.0,2.0,-12.414930000000002,-64.83246000000001,-137.8192,11.01958
256.0,3.0,-18.6826,-77.7887,-183.7662,10.5037
256.0,3.0,-20.550860000000004,-85.56757000000002,-183.7662,11.554070000000001
256.0,4.0,-27.9471,-96.0188,-229.6956,11.2019
256.0,4.0,-30.74181,-105.62068000000001,-229.6956,12.322090000000001
257.0,0.0,-4.2598,-19.5359,-24.332,25.7135
257.0,0.0,-4.68578,-21.489490000000004,-24.332,28.284850000000002
257.0,1.0,-6.8818,-39.4163,-48.6803,26.3732
257.0,1.0,-7.569980000000001,-43.35793,-48.6803,29.010520000000003
257.0,2.0,-7.9422,-59.4554,-72.9895,26.9221
257.0,2.0,-8.73642,-65.40094,-72.9895,29.614310000000003
257.0,3.0,-7.3688,-79.6538,-97.3638,27.4158
257.0,3.0,-8.105680000000001,-87.61918000000001,-97.3638,30.157380000000003
257.0,4.0,-5.111,-99.8496,-121.6926,28.1544
257.0,4.0,-5.6221000000000005,-109.83456000000001,-121.6926,30.96984
258.0,0.0,-3.8218,-19.6307,-110.6543,6.5337
258.0,0.0,-4.2039800000000005,-21.593770000000003,-110.6543,7.18707
258.0,1.0,-11.0912,-38.4276,-221.2812,7.2239
258.0,1.0,-12.200320000000001,-42.270360000000004,-221.2812,7.946290000000001
258.0,2.0,-21.6086,-55.9264,-331.9025,7.9775
258.0,2.0,-23.769460000000002,-61.519040000000004,-331.9025,8.775250000000002
258.0,3.0,-35.3172,-71.7807,-442.5728,8.3433
258.0,3.0,-38.84892,-78.95877,-442.5728,9.17763
258.0,4.0,-51.9336,-85.4606,-553.1899,9.203
258.0,4.0,-57.126960000000004,-94.00666000000001,-553.1899,10.1233
259.0,0.0,-19.6123,-3.8428,30.8673,14.2895
259.0,0.0,-21.57353,-4.22708,30.8673,15.718450000000002
259.0,1.0,-38.5009,-10.8395,61.763,15.159
259.0,1.0,-42.35099,-11.92345,61.763,16.6749
259.0,2.0,-56.2331,-20.9683,92.6371,15.6547
259.0,2.0,-61.856410000000004,-23.06513,92.6371,17.220170000000003
259.0,3.0,-72.4253,-34.0358,123.5367,16.438
259.0,3.0,-79.66783,-37.43938000000001,123.5367,18.0818
259.0,4.0,-86.6919,-49.816,154.4206,17.1073
259.0,4.0,-95.36109000000002,-54.79760000000001,154.4206,18.81803
260.0,0.0,14.6312,13.6422,-34.1607,19.0382
260.0,0.0,16.09432,15.006420000000002,-34.1607,20.942020000000003
260.0,1.0,33.0459,22.518,-68.363,19.7863
260.0,1.0,36.35049000000001,24.769800000000004,-68.363,21.764930000000003
260.0,2.0,54.1178,25.8222,-102.5894,20.4011
260.0,2.0,59.52958000000001,28.404420000000002,-102.5894,22.44121
260.0,3.0,76.5865,23.0926,-136.7186,21.1978
260.0,3.0,84.24515000000001,25.401860000000003,-136.7186,23.317580000000003
260.0,4.0,99.0578,13.9182,-170.9708,21.9574
260.0,4.0,108.96358000000001,15.310020000000002,-170.9708,24.15314
261.0,0.0,4.7959,-19.4247,-13.227,17.9782
261.0,0.0,5.27549,-21.36717,-13.227,19.776020000000003
261.0,1.0,6.7237,-39.4056,-26.4159,18.7385
261.0,1.0,7.396070000000001,-43.346160000000005,-26.4159,20.61235
261.0,2.0,5.8182,-59.6833,-39.6704,19.4546
261.0,2.0,6.4000200000000005,-65.65163000000001,-39.6704,21.40006
261.0,3.0,1.9147,-79.9808,-52.8687,19.8912
261.0,3.0,2.10617,-87.97888,-52.8687,21.880320000000005
261.0,4.0,-4.8378,-99.8552,-66.1317,20.6442
261.0,4.0,-5.32158,-109.84072,-66.1317,22.708620000000003
